business_id,name,address,city,state,postal_code,latitude,longitude,stars_x,review_count,is_open,attributes,categories,hours,review_id,user_id_x,stars_y,useful,funny,cool,text_x,date_x,date_y,user_id_y,text_y,date,compliment_count,restaurant_id,cuisine_type,rating,restaurant_name,location
,Shree Ram Sweet Centre,"DDA Market, Ber Sarai, Near IIT Delhi Hostel Gate, JNU, New Delhi",New Delhi,,,28.5494286,77.1807722,,13.0,,,,,,,,,,,,,,,,,,1505.0,"Mithai, Street Food",2.7,,
,Teflas,"Opposite Narmada Hostel, JNU, New Delhi",New Delhi,,,28.5474027,77.1656368,,53.0,,,,,,,,,,,,,,,,,,303583.0,"North Indian, Chinese",3.4,,
,The Viraj Food Zone,"61-B, Ber Sarai, JNU, New Delhi",New Delhi,,,28.5490027,77.1811526,,29.0,,,,,,,,,,,,,,,,,,18175324.0,"North Indian, Chinese",3.2,,
,RollsKing,"Shop 23, DDA Shopping Complex, Ber Serai, JNU, New Delhi",New Delhi,,,28.5495565,77.1811374,,14.0,,,,,,,,,,,,,,,,,,18391147.0,Fast Food,3.5,,
,Secular House Canteen,"9/1, Secular House, Opposite JNU East Gate, JNU, New Delhi",New Delhi,,,28.5441245,77.1783133,,414.0,,,,,,,,,,,,,,,,,,301130.0,"North Indian, Mughlai, Chinese",3.8,,
,Amul Ice-Cream Parlour,"61-B, Ber Sarai, JNU, New Delhi",New Delhi,,,28.5489782,77.1811823,,1.0,,,,,,,,,,,,,,,,,,18354985.0,Ice Cream,0.0,,
,Sunny Restaurant & Tiffin,"61-A, Ber Sarai, JNU, New Delhi",New Delhi,,,28.5488714,77.1810026,,0.0,,,,,,,,,,,,,,,,,,18414503.0,North Indian,0.0,,
,Kerala Cafe,"DDA Market, Ber Sarai, Aruna Ashif Ali Marg, JNU, New Delhi",New Delhi,,,28.54979385,77.18089364,,44.0,,,,,,,,,,,,,,,,,,7807.0,"North Indian, South Indian",2.3,,
,Veer Jee Restaurant,"H-63, BK Dutt Colony, Jor Bagh Lane, Jor Bagh, New Delhi",New Delhi,,,28.58429443,77.21763119,,35.0,,,,,,,,,,,,,,,,,,300887.0,"North Indian, Mughlai",3.1,,
,Oval Bar - JW Marriott New Delhi,"JW Marriott Delhi NCR, Asset Area 4, Hospitality District, Aerocity, New Delhi",New Delhi,,,28.552895,77.121445,,15.0,,,,,,,,,,,,,,,,,,306251.0,Finger Food,3.3,,
,Bakey Wish,"L Block, Kailash Colony, New Delhi",New Delhi,,,28.5531043,77.2398107,,6.0,,,,,,,,,,,,,,,,,,18144453.0,"Bakery, Desserts",3.0,,
,Bikaner Namkeen Bhandar,"HS-9, Kailash Colony Market, Kailash Colony, New Delhi",New Delhi,,,28.5526774,77.2416379,,9.0,,,,,,,,,,,,,,,,,,7862.0,"Mithai, Street Food",3.1,,
,Chhole Bhature Corner,"HS 6/1, Kailash Colony Market, Kailash Colony, New Delhi",New Delhi,,,28.5525536,77.2412786,,21.0,,,,,,,,,,,,,,,,,,7857.0,North Indian,3.3,,
,Fresh n Frozen,"HS-26, Ground Floor, Kailash Colony Market, Kailash Colony, New Delhi",New Delhi,,,28.5536849,77.2409194,,9.0,,,,,,,,,,,,,,,,,,2874.0,"Raw Meats, Fast Food",3.1,,
,Pind Punjabi,"16&17, Mount Kailash, Kailash Colony, New Delhi",New Delhi,,,0.0,0.0,,4.0,,,,,,,,,,,,,,,,,,18458625.0,North Indian,3.0,,
,Sanjha Chulha,"HS-36, Kailash Colony, New Delhi",New Delhi,,,28.5538898,77.2411888,,13.0,,,,,,,,,,,,,,,,,,18252369.0,"North Indian, Mughlai",3.1,,
,Shaan e Punjab,"16, Ajit Arcade, Kailash Colony, New Delhi",New Delhi,,,28.5571618,77.2402459,,21.0,,,,,,,,,,,,,,,,,,18228895.0,"North Indian, Mughlai",3.1,,
,Cafe 27,"26, Level 2, Kailash Colony Market, Kailash Colony, New Delhi",New Delhi,,,28.5536763,77.2408296,,455.0,,,,,,,,,,,,,,,,,,2583.0,"North Indian, Chinese, Italian",3.6,,
,MR.D - Deliciousness Delivered,"26, Ajit Arcade, Opposite Metro Pillar 74, Kailash Colony, New Delhi",New Delhi,,,28.556673,77.2402908,,367.0,,,,,,,,,,,,,,,,,,304876.0,"North Indian, Italian, Chinese",3.5,,
,Pita Pit,"Kailash Colony, New Delhi",New Delhi,,,28.557442,77.236741,,540.0,,,,,,,,,,,,,,,,,,308407.0,"Healthy Food, Salad",3.8,,
,Al-Malik Chicken Point,"86, Zamrudpur, Auto Complex Road, Kailash Colony, New Delhi",New Delhi,,,28.5563436,77.2360071,,1.0,,,,,,,,,,,,,,,,,,18492050.0,"North Indian, Mughlai",0.0,,
,Amul Sweets & Bakery,"87/1, Zamrudpur, DDA Market, Kailash Colony, New Delhi",New Delhi,,,28.5565383,77.2355758,,0.0,,,,,,,,,,,,,,,,,,18492052.0,"North Indian, South Indian, Chinese, Fast Food, Bakery, Mithai",0.0,,
,Elements - Mapple Express,"A-60, Kailash Colony, New Delhi",New Delhi,,,28.553673,77.243649,,0.0,,,,,,,,,,,,,,,,,,18449620.0,"North Indian, Continental, Chinese",0.0,,
,Food 24,"86, Kailash Colony, New Delhi",New Delhi,,,28.5551789,77.2415481,,1.0,,,,,,,,,,,,,,,,,,18452403.0,"North Indian, Mughlai",0.0,,
,Food Corner,"HS 14, Back Side, Main Market, Kailash Colony, New Delhi",New Delhi,,,28.5527158,77.241099,,0.0,,,,,,,,,,,,,,,,,,18425740.0,North Indian,0.0,,
,Food Master's Galley,"Kailash Colony Main Road, Near Kailash Colony Metro Station, Kailash Colony, New Delhi",New Delhi,,,0.0,0.0,,2.0,,,,,,,,,,,,,,,,,,18313153.0,"North Indian, Chinese",0.0,,
,Habibi Express,"5 Zamrudpur, Kailash Colony Extension, Kailash Colony, New Delhi",New Delhi,,,28.555918,77.238586,,0.0,,,,,,,,,,,,,,,,,,18435830.0,"Lebanese, Arabian, Moroccan",0.0,,
,Hide Out Cafe,"1st Floor, HS 25, Kailash Colony Market, Kailash Colony, New Delhi",New Delhi,,,28.5536763,77.2408296,,1.0,,,,,,,,,,,,,,,,,,18473378.0,"Cafe, Chinese, Italian",0.0,,
,Moriarty Delivers,"L- 14 A, Kailash Colony, New Delhi",New Delhi,,,28.5535184,77.2401111,,0.0,,,,,,,,,,,,,,,,,,18452241.0,Fast Food,0.0,,
,Big Chill,"HS 5, Kailash Colony Market, Kailash Colony, New Delhi",New Delhi,,,28.5527692,77.2421318,,1521.0,,,,,,,,,,,,,,,,,,3190.0,"Italian, Continental, European, Cafe",4.4,,
,Maxims Pastry Shop,"HS-3, Main Market, Kailash Colony, New Delhi",New Delhi,,,28.5527286,77.2421767,,729.0,,,,,,,,,,,,,,,,,,3041.0,"Bakery, Desserts, Fast Food, Beverages",4.2,,
,Uncultured Cafe & Bar,"HS-12, Kailash Colony, New Delhi",New Delhi,,,28.5526433,77.2412786,,90.0,,,,,,,,,,,,,,,,,,18441798.0,"Continental, Chinese, Italian, Finger Food",4.3,,
,2 Nice 2 Slice,"262, Deshbandhu Apartments, Kalkaji, New Delhi",New Delhi,,,28.53853483,77.25765813,,17.0,,,,,,,,,,,,,,,,,,306505.0,"Bakery, Desserts",3.2,,
,Aggarwal Bikaneri Sweets,"B-53, Main Road, Near Nirankari Bhawan, Kalkaji, New Delhi",New Delhi,,,28.5441688,77.251157,,11.0,,,,,,,,,,,,,,,,,,302868.0,"Mithai, Street Food",2.9,,
,Aggarwal Sweet Corner & Restaurant,"1, Krishna Market, Kalkaji, New Delhi",New Delhi,,,28.54153378,77.25511976,,38.0,,,,,,,,,,,,,,,,,,7383.0,"North Indian, South Indian, Chinese, Mithai",2.6,,
,Aggarwal Sweets India,"1666/1, Govindpuri Extension, Kalkaji, New Delhi",New Delhi,,,28.53451667,77.26001167,,9.0,,,,,,,,,,,,,,,,,,302793.0,"Mithai, Street Food",2.8,,
,Aggarwal's Sweets Paradise,"16, CSC, Pocket A-8, DDA Market, Kalkaji Extension, Kalkaji, New Delhi",New Delhi,,,28.52530273,77.26306513,,16.0,,,,,,,,,,,,,,,,,,9993.0,"Mithai, North Indian, South Indian, Street Food",2.7,,
,Aggarwal's Sweets,"5, CSC Market, Pocket 8, Kalkaji Extension, Kalkaji, New Delhi",New Delhi,,,28.52576,77.263331,,7.0,,,,,,,,,,,,,,,,,,9985.0,"Mithai, Street Food",2.9,,
,Anna Ka Dosa,"K-107/B, Ground Floor, Kalkaji, New Delhi",New Delhi,,,28.53920667,77.25950785,,41.0,,,,,,,,,,,,,,,,,,18138461.0,South Indian,3.4,,
,Big Chow Xpress,"433-B/5, Street 5, Govindpuri Main, Kalkaji, New Delhi",New Delhi,,,28.53706949,77.26394121,,58.0,,,,,,,,,,,,,,,,,,306957.0,"Chinese, North Indian",2.6,,
,Bikaner Sweets & Namkeen,"J-13/12, DDA Flats, Kalkaji, New Delhi",New Delhi,,,28.52562912,77.25476302,,4.0,,,,,,,,,,,,,,,,,,7590.0,"Mithai, Street Food",2.9,,
,Cafe Coffee Day,"E 154, Kalkaji, New Delhi",New Delhi,,,28.5409875,77.2563653,,33.0,,,,,,,,,,,,,,,,,,9620.0,Cafe,2.9,,
,Cake Plaza,"K-78, Main Road, Kalkaji, New Delhi",New Delhi,,,28.53930504,77.25926813,,28.0,,,,,,,,,,,,,,,,,,302884.0,"Bakery, Desserts, Fast Food",3.1,,
,Crispy Tokri,"H-15B, Main Road,, Delhi, Kalkaji, New Delhi",New Delhi,,,28.54024549,77.25810573,,100.0,,,,,,,,,,,,,,,,,,309238.0,Street Food,3.1,,
,De Royale Food's,"B 53, Main Road, Kalkaji, New Delhi",New Delhi,,,28.54423341,77.25107197,,22.0,,,,,,,,,,,,,,,,,,309609.0,"North Indian, Chinese",3.2,,
,Faasos,"Shop N-9, Ground Floor, Opposite ICICI Bank, Near Govindpuri, Kalkaji, New Delhi",New Delhi,,,28.537027,77.257337,,4.0,,,,,,,,,,,,,,,,,,18414477.0,"North Indian, Fast Food",3.0,,
,Fouji Da Vaishno Dhaba,"36/1, Opposite Bus Depot, Kalkaji, New Delhi",New Delhi,,,28.53320649,77.25989409,,14.0,,,,,,,,,,,,,,,,,,9992.0,North Indian,2.9,,
,Fun Bytes,"A-1, Double Storey, Main Road, Kalkaji, New Delhi",New Delhi,,,28.54442544,77.251193,,13.0,,,,,,,,,,,,,,,,,,18224572.0,Fast Food,2.5,,
,G's Patisserie,"Near Bhairon Temple, Kalkaji, New Delhi",New Delhi,,,28.537134,77.260126,,8.0,,,,,,,,,,,,,,,,,,312594.0,"Bakery, Desserts",2.8,,
,Giani,"Near 15-16, Main Road, Block G, Kalkaji, New Delhi",New Delhi,,,28.54013,77.258148,,17.0,,,,,,,,,,,,,,,,,,312728.0,"Ice Cream, Desserts",3.2,,
,Gopals 56,"Opposite Deshbandhu College, Krishna Market, Kalkaji, New Delhi",New Delhi,,,28.54143056,77.25543889,,8.0,,,,,,,,,,,,,,,,,,18025133.0,"Ice Cream, Desserts",3.2,,
,Green Chick Chop,"10 & 12, F-7, Main Road, Kalkaji, New Delhi",New Delhi,,,28.5421747,77.2537612,,26.0,,,,,,,,,,,,,,,,,,7329.0,"Raw Meats, North Indian, Fast Food",3.2,,
,Heaven's Kitchen,"59-60, Mini Central Market, Near Mother Dairy, Kalkaji, New Delhi",New Delhi,,,28.53072249,77.2569098,,85.0,,,,,,,,,,,,,,,,,,302892.0,"North Indian, Mughlai, Chinese",3.3,,
,Heavens Food Corner,"DDA Market, Near Mother Dairy, Kalkaji, New Delhi",New Delhi,,,28.53074722,77.25698889,,14.0,,,,,,,,,,,,,,,,,,302893.0,"North Indian, Mughlai, Chinese",2.8,,
,Just Kababs,"Shop 9, Aravali Shopping Centre, Kalkaji, New Delhi",New Delhi,,,28.53283056,77.25312778,,25.0,,,,,,,,,,,,,,,,,,309533.0,"Fast Food, North Indian",3.4,,
,Keventers,"Shop 1, F3, Ground Floor, Kalkaji, New Delhi",New Delhi,,,28.5423284,77.2534918,,10.0,,,,,,,,,,,,,,,,,,18376487.0,Beverages,3.2,,
,Komal Kitchen,"J-4/1A, DDA Flats, Kalkaji, New Delhi",New Delhi,,,28.52827222,77.25608056,,7.0,,,,,,,,,,,,,,,,,,302895.0,North Indian,2.8,,
,Kwality Sweets & Restaurant,"A-8, Janta Market, DDA Flats, Near 429 Bus Stand, Kalkaji, New Delhi",New Delhi,,,28.52800925,77.25624796,,10.0,,,,,,,,,,,,,,,,,,302896.0,South Indian,2.9,,
,Mehak Food Corner,"A-105, Double Storey, Opposite HDFC Bank, Kalkaji, New Delhi",New Delhi,,,28.54369031,77.25087617,,87.0,,,,,,,,,,,,,,,,,,9776.0,North Indian,3.2,,
,Mr. Sub,"G-16-A, Main Market, Kalkaji, New Delhi",New Delhi,,,28.54072765,77.25705095,,57.0,,,,,,,,,,,,,,,,,,18245255.0,Fast Food,3.2,,
,Muradabadi Shahi Biryani & Chicken Corner,"A-71, Kalkaji Main Road, Kalkaji, New Delhi",New Delhi,,,28.5442178,77.25120507,,24.0,,,,,,,,,,,,,,,,,,309648.0,"North Indian, Biryani",2.6,,
,Muradabadi,"J-4/48 A, DDA Flats, Kalkaji, New Delhi",New Delhi,,,28.52833711,77.25578628,,5.0,,,,,,,,,,,,,,,,,,18285214.0,"Mughlai, Biryani",3.0,,
,New Radhe Radhe Snacks Corner,"Govind Puri, Kalkaji, New Delhi",New Delhi,,,28.53103056,77.24575,,9.0,,,,,,,,,,,,,,,,,,302938.0,North Indian,3.1,,
,Nirula's Ice Cream,"F-8, Ground Floor, Main Market Road, Kalkaji, New Delhi",New Delhi,,,28.5419405,77.25391286,,14.0,,,,,,,,,,,,,,,,,,18396545.0,"Desserts, Ice Cream",3.2,,
,Noor Restaurant,"Shop 2, Krishna Market, Near Desh Bandhu College, Kalkaji, New Delhi",New Delhi,,,28.5415619,77.2553326,,20.0,,,,,,,,,,,,,,,,,,18414495.0,"North Indian, Mughlai, Chinese",3.4,,
,Paul's Homemade,"16/493, DDA Flat, Kalkaji, New Delhi",New Delhi,,,28.5302637,77.2583896,,11.0,,,,,,,,,,,,,,,,,,311891.0,"Bakery, Desserts",3.1,,
,Pinkom's Bar-Be-Que,"15/449, DDA Flats, Near DDA Central Market, Kalkaji, New Delhi",New Delhi,,,28.5309441,77.2568858,,12.0,,,,,,,,,,,,,,,,,,312372.0,"North Indian, Mughlai",3.2,,
,Prince of China,"31-A, Krishna Market, Opposite Deshbandhu College, Kalkaji, New Delhi",New Delhi,,,28.54172876,77.25677937,,70.0,,,,,,,,,,,,,,,,,,8949.0,"Thai, Chinese, Seafood",3.1,,
,Punjabi Corner,"Kalkaji, New Delhi",New Delhi,,,28.5437554,77.25065958,,55.0,,,,,,,,,,,,,,,,,,302898.0,North Indian,3.3,,
,Punjabi Snacks,"1912/19, Govindpuri Extension, Kalkaji, New Delhi",New Delhi,,,28.53519117,77.25814529,,4.0,,,,,,,,,,,,,,,,,,302710.0,"Street Food, North Indian, South Indian",2.9,,
,Quality Food Point,"1, Pocket A 8, CSC Market, Kalkaji Extension, Kalkaji, New Delhi",New Delhi,,,28.52588599,77.2634745,,10.0,,,,,,,,,,,,,,,,,,9998.0,"North Indian, Fast Food, Mughlai",3.0,,
,Radhe Shyam,"M-6, Kalkaji, New Delhi",New Delhi,,,28.53815752,77.2594998,,10.0,,,,,,,,,,,,,,,,,,18317229.0,Street Food,2.8,,
,Raj South Indian Food,"1/2, Krishna Market, Kalkaji, New Delhi",New Delhi,,,28.54165,77.25519444,,8.0,,,,,,,,,,,,,,,,,,9623.0,"South Indian, Chinese",3.0,,
,Roll Club,"6, B-41/A, Main Road, Kalkaji, New Delhi",New Delhi,,,28.54306356,77.2520322,,91.0,,,,,,,,,,,,,,,,,,3634.0,Fast Food,3.3,,
,Shameem Kabab Corner,"30, Krishna Market, Opposite Deshbandu Collage, Kalkaji, New Delhi",New Delhi,,,28.54185423,77.25657452,,67.0,,,,,,,,,,,,,,,,,,7382.0,"North Indian, Mughlai",3.3,,
,Shiv Dhaba,"B-39/B, Main Road, Kalkaji, New Delhi",New Delhi,,,28.5429843,77.2519915,,92.0,,,,,,,,,,,,,,,,,,1866.0,"North Indian, Chinese",3.1,,
,Silver Spoons,"A-107, Double Storey, Kalkaji, New Delhi",New Delhi,,,28.535954,77.25765,,6.0,,,,,,,,,,,,,,,,,,304783.0,"North Indian, Street Food",2.7,,
,Takkar Dhaba,"258, Gali 3, Govindpuri, Kalkaji, New Delhi",New Delhi,,,28.53804707,77.26170357,,24.0,,,,,,,,,,,,,,,,,,302811.0,North Indian,2.6,,
,The Biryani Wallas,"Govindpuri, Kalkaji, New Delhi",New Delhi,,,28.537134,77.260126,,26.0,,,,,,,,,,,,,,,,,,308664.0,Biryani,3.2,,
,The Tuck Shop,"Govindpuri Extension, Kalkaji, New Delhi",New Delhi,,,28.53269444,77.25889722,,17.0,,,,,,,,,,,,,,,,,,18133506.0,Fast Food,3.3,,
,Uncle Xpress,"1, Krishna Market, Near Desh Bandhu College, Kalkaji, New Delhi",New Delhi,,,28.54166043,77.25539435,,80.0,,,,,,,,,,,,,,,,,,305293.0,Chinese,3.4,,
,Vaishno Rasoi,"Opposite Desh Bandhu College, Krishna Market, Kalkaji, New Delhi",New Delhi,,,28.5417988,77.2554673,,23.0,,,,,,,,,,,,,,,,,,2211.0,North Indian,2.6,,
,Vatika,"A-373/435, Kalkaji, New Delhi",New Delhi,,,28.54313277,77.24925745,,52.0,,,,,,,,,,,,,,,,,,9622.0,"North Indian, Mughlai",2.7,,
,Walk To Italy,"Shop 1, 999/38, DDA Flats, Kalkaji, New Delhi",New Delhi,,,28.52858425,77.2552998,,11.0,,,,,,,,,,,,,,,,,,18281989.0,Fast Food,3.1,,
,Behrouz Biryani,"Kalkaji, New Delhi",New Delhi,,,28.537766,77.25938,,30.0,,,,,,,,,,,,,,,,,,18365855.0,Biryani,3.6,,
,Big Dragon,"B-41, Ground Floor, Main Market, Kalkaji, New Delhi",New Delhi,,,28.54319403,77.25188736,,108.0,,,,,,,,,,,,,,,,,,309737.0,"Chinese, Thai",3.6,,
,Cafe Filter,"B-33, 1st Floor, Kalkaji, New Delhi",New Delhi,,,28.54270391,77.25268575,,22.0,,,,,,,,,,,,,,,,,,18386707.0,"Fast Food, Italian, North Indian, Chinese",3.6,,
,Chowki,"Kalkaji, New Delhi",New Delhi,,,28.54287123,77.24800486,,89.0,,,,,,,,,,,,,,,,,,309338.0,North Indian,3.7,,
,Circle Cafe and Bar,"F1, 1st Floor, Kalkaji, New Delhi",New Delhi,,,28.5422688,77.2528632,,30.0,,,,,,,,,,,,,,,,,,18380155.0,"Cafe, North Indian, Lebanese, Continental",3.5,,
,FreshMenu,"Shop 1, 3rd Floor, Ramji Lal Complex, Mini Central, DDA Market, Kalkaji, New Delhi",New Delhi,,,28.530672,77.257216,,36.0,,,,,,,,,,,,,,,,,,18372686.0,"Italian, Chinese, Continental, Thai, Mediterranean, Lebanese",3.6,,
,Giani's,"Near 3, Kalkaji Main Road, Block F, Kalkaji, New Delhi",New Delhi,,,28.542481,77.253107,,80.0,,,,,,,,,,,,,,,,,,3610.0,"Ice Cream, Desserts",3.5,,
,Gopal's 56,"1691/2, Govind Puri Extension, Kalkaji, New Delhi",New Delhi,,,28.53444508,77.25814059,,71.0,,,,,,,,,,,,,,,,,,3054.0,"Ice Cream, Desserts, North Indian, Street Food",3.8,,
,Instapizza,"Shop 1, G-34, Kalkaji, New Delhi",New Delhi,,,28.54019601,77.25816473,,492.0,,,,,,,,,,,,,,,,,,311267.0,"Pizza, Fast Food",3.8,,
,Just Vada Pav,"E-157, Krishna Market, Kalkaji, New Delhi",New Delhi,,,28.54286122,77.25293074,,94.0,,,,,,,,,,,,,,,,,,307951.0,Street Food,3.6,,
,Khidmat,"E-9, Main Road, Near Deshbandhu College, Kalkaji, New Delhi",New Delhi,,,28.5417947,77.2544796,,372.0,,,,,,,,,,,,,,,,,,1876.0,"North Indian, Mughlai, Chinese",3.6,,
,Naivedyam,"F-12, Main Road, Kalkaji, New Delhi",New Delhi,,,28.54195702,77.25427318,,495.0,,,,,,,,,,,,,,,,,,412.0,South Indian,3.8,,
,New Shere Punjab Dhaba,"G-17/A, Main Road, Kalkaji, New Delhi",New Delhi,,,28.540697,77.2570837,,91.0,,,,,,,,,,,,,,,,,,3635.0,North Indian,3.6,,
,Sant Sweets,"A-135, Double Storey, Near HDFC Bank, Kalkaji, New Delhi",New Delhi,,,28.54400044,77.25048993,,60.0,,,,,,,,,,,,,,,,,,9654.0,"Street Food, North Indian, Mithai",3.5,,
,Tikka- Way,"E-8, Kalkaji Main Road, Kalkaji, New Delhi",New Delhi,,,28.5417806,77.25476695,,23.0,,,,,,,,,,,,,,,,,,18354973.0,"North Indian, Chinese",3.5,,
,Bake Bite,"J-4,135A DDA Flat, Kalkaji, New Delhi",New Delhi,,,0.0,0.0,,3.0,,,,,,,,,,,,,,,,,,18392883.0,"Bakery, Fast Food",0.0,,
,Chinese Chaat Corner,"A 385, Double Story, A Block, Kalkaji, New Delhi",New Delhi,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,18446815.0,Chinese,0.0,,
,Chocofairies,"Near Alaknanda Market, Kalkaji, New Delhi",New Delhi,,,28.5382626,77.2616631,,3.0,,,,,,,,,,,,,,,,,,311014.0,Bakery,0.0,,
,Punjabi Rasoi,"R-16, Nehru Enclave, Near Paras Ground, Main Kalkaji Road, Kalkaji, New Delhi",New Delhi,,,28.5446085,77.2510672,,11.0,,,,,,,,,,,,,,,,,,4325.0,North Indian,2.4,,
,Punjabi Xpress,"A-385, Double Story, Kalkaji, New Delhi",New Delhi,,,28.54347678,77.24908177,,9.0,,,,,,,,,,,,,,,,,,18322653.0,"North Indian, Chinese",2.3,,
,The Cake Factory,"14, Krishna Market, Near Desh Bandhu College, Kalkaji, New Delhi",New Delhi,,,28.54201092,77.25578561,,19.0,,,,,,,,,,,,,,,,,,9557.0,"Bakery, Fast Food",2.3,,
,"34, Chowringhee Lane","UB-101, Kamla Nagar, New Delhi",New Delhi,,,28.6809045,77.2071483,,86.0,,,,,,,,,,,,,,,,,,9470.0,Fast Food,3.3,,
,Annapurna Restaurant,"1811, Chandrawal Road, Malka Ganj, Kamla Nagar, New Delhi",New Delhi,,,28.6778705,77.2061353,,56.0,,,,,,,,,,,,,,,,,,306491.0,"North Indian, Chinese",2.5,,
,BTW,"6926-33/131A, Jaipuria Mill, Ghantaghar, GT Karnal Road, Kamla Nagar, New Delhi",New Delhi,,,0.0,0.0,,10.0,,,,,,,,,,,,,,,,,,18416860.0,"Street Food, North Indian, South Indian, Chinese",3.1,,
,Cafe Coffee Day,"9, UB, Jawahar Nagar, Bungalow Road, Kamla Nagar, New Delhi",New Delhi,,,28.6817513,77.2072484,,82.0,,,,,,,,,,,,,,,,,,640.0,Cafe,3.3,,
,Chawla's Chic Inn,"4, Vardhman Tower, Shakti Nagar Chowk, Kamla Nagar, New Delhi",New Delhi,,,28.6823671,77.197804,,26.0,,,,,,,,,,,,,,,,,,305161.0,"North Indian, Chinese",3.3,,
,Chennai Hot Cafe,"E 143, Shop 4, Kamla Nagar, New Delhi",New Delhi,,,28.6820522,77.2048113,,75.0,,,,,,,,,,,,,,,,,,306149.0,South Indian,3.4,,
,Daawat E Mezbaan,"26A/UA, Bungalow Road, Kamla Nagar, New Delhi",New Delhi,,,28.67991553,77.20841881,,77.0,,,,,,,,,,,,,,,,,,1197.0,"Mughlai, North Indian",3.1,,
,Dessert in Desert,"21-UB, Jawahar Nagar, Kamla Nagar, New Delhi",New Delhi,,,28.6819638,77.2066978,,38.0,,,,,,,,,,,,,,,,,,18198467.0,"Cafe, Fast Food, Desserts",3.4,,
,Domino's Pizza,"Ground Floor, 29/4,  Nangia Park, Shakti Nagar, Near Kamla Nagar, Kamla Nagar, New Delhi",New Delhi,,,28.67940137,77.1953759,,36.0,,,,,,,,,,,,,,,,,,311903.0,"Pizza, Fast Food",3.4,,
,Filmy Cafe & Bar,"4/3, 1st Floor, Roop Nagar, Near Kamla Nagar Market, Kamla Nagar, New Delhi",New Delhi,,,28.6834998,77.2012178,,4.0,,,,,,,,,,,,,,,,,,18458665.0,"North Indian, Fast Food, Chinese, Continental",2.9,,
,Firenze,"6, 38 Bungalow Road, Kamla Nagar, New Delhi",New Delhi,,,28.6839604,77.2048445,,25.0,,,,,,,,,,,,,,,,,,6651.0,Cafe,2.8,,
,Giani,"30/26, Near Nangia Park, Shakti Nagar, Kamla Nagar, New Delhi",New Delhi,,,28.68010437,77.19552509,,41.0,,,,,,,,,,,,,,,,,,311076.0,"Ice Cream, Desserts",3.4,,
,Gullu's,"2, Main Road, Malka Ganj, Kamla Nagar, New Delhi",New Delhi,,,28.6770968,77.207839,,69.0,,,,,,,,,,,,,,,,,,9001.0,"North Indian, Mughlai",3.1,,
,Manwhar,"5, Roop Nagar, Shakti Nagar Chowk, Kamla Nagar, New Delhi",New Delhi,,,28.6819382,77.1982887,,69.0,,,,,,,,,,,,,,,,,,8995.0,"South Indian, North Indian, Chinese",3.2,,
,Midnight Hunger Hub,"Kamla Nagar, New Delhi",New Delhi,,,0.0,0.0,,6.0,,,,,,,,,,,,,,,,,,18489508.0,"North Indian, Fast Food, Italian, Asian",3.3,,
,Mini Shop,"1, UB, Opposite KM College, Bunglow Road, Kamla Nagar, New Delhi",New Delhi,,,28.6824755,77.2064283,,49.0,,,,,,,,,,,,,,,,,,7689.0,"Fast Food, Beverages",3.3,,
,Nine 75 Lounge & Bar,"B-49, Kamla Nagar Main Road, Kamla Nagar, New Delhi",New Delhi,,,28.6826214,77.20048,,145.0,,,,,,,,,,,,,,,,,,307959.0,"Chinese, North Indian, Italian, Continental, Fast Food",3.2,,
,Pradhan Ji Multi Cuisine Restaurant,"32-UB, Lower Ground Floor, Jawahar Nagar, Kamla Nagar, New Delhi",New Delhi,,,28.6808616,77.2073715,,41.0,,,,,,,,,,,,,,,,,,18222571.0,"North Indian, Chinese, Continental",3.3,,
,Punjabi Chaap Corner,"E-146, Near Incense Showroom, Kamla Nagar, New Delhi",New Delhi,,,28.6821675,77.2050808,,15.0,,,,,,,,,,,,,,,,,,310202.0,North Indian,2.9,,
,Sagar Ratna,"115-A, Ground Floor, Kamla Nagar, New Delhi",New Delhi,,,28.6816581,77.1986842,,109.0,,,,,,,,,,,,,,,,,,301470.0,"South Indian, North Indian, Chinese",2.7,,
,Shiva Coffee & South Indian Fast Food,"1-D, Kamla Nagar, New Delhi",New Delhi,,,28.6823852,77.199757,,41.0,,,,,,,,,,,,,,,,,,5433.0,South Indian,2.7,,
,The Ice Cafe,"25-UB, Jawahar Nagar, Kamla Nagar, New Delhi",New Delhi,,,28.6815983,77.20695868,,28.0,,,,,,,,,,,,,,,,,,18349733.0,"Cafe, Chinese, Continental, Italian, Desserts, Beverages",3.2,,
,Tikka Junction,"Shop G 2, Vardhaman City Centre, Near Shakti Nagar Underpass, Gulabi Bagh, Kamla Nagar, New Delhi",New Delhi,,,28.6780077,77.1890553,,21.0,,,,,,,,,,,,,,,,,,18421019.0,"North Indian, Chinese",3.4,,
,Trending Eats,"23,Sai Dhaam PG,Bungalow Road,Block UA,Jawahar Nagar, Near Hansraj college, Kamla Nagar, New Delhi",New Delhi,,,28.6798964,77.2084945,,21.0,,,,,,,,,,,,,,,,,,18317510.0,"Italian, Fast Food",3.4,,
,Twenty Four Seven,"23, Opposite Hansraj Hostel, Kamla Nagar, New Delhi",New Delhi,,,28.6786891,77.2080453,,53.0,,,,,,,,,,,,,,,,,,303104.0,"Fast Food, North Indian",3.3,,
